,title,year,age,run,owners_pts,modification,volume,engine_type,transmission,gear,body,color,exchange,mark,other_history,tech_history,sold,subway,pts_type,price,horse_power,price_log
1436,Kia Sorento 2.2 AT,2014,II рестайлинг,128000,1,2.2 CRDi 4WD AT,2.2,1,Автомат,Полный,Внедорожник,Коричневый,Возможен,ниже,2,6,1,Рассказовка:11–15 мин.;Новопеределкино:11–15 мин.;Боровское шоссе:от 31 мин.,Другое,1420000,197,14.166168133802548
1437,Opel Astra GTC 1.4 AT,2014,J рестайлинг,108409,1,1.4 Turbo AT,1.4,0,Автомат,Передний,Хэтчбек,Красный,другое,ниже,1,4,2,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,Другое,749000,140,13.526495597611952
1438,Mercedes-Benz S-класс 4.7 AT,2017,W222/C217/A217,105782,2,S 500 4.7 4MATIC 9G-Tronic,4.7,0,Автомат,Полный,Седан,Чёрный,Возможен,выше,2,8,1,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,Другое,3895000,455,15.175204494026364
1439,Hyundai ix35 2.0 AT,2011,I,157000,1,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Красный,Возможен,ниже,1,2,2,Калужская:11–15 мин.;Воронцовская:16–20 мин.;Новаторская:16–20 мин.,Другое,899000,150,13.70903942580019
1440,Volkswagen Jetta 1.4 AMT,2013,VI,134097,2,1.4 TSI DSG,1.4,0,Робот,Передний,Седан,Белый,Возможен,ниже,2,4,11,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,799000,122,13.591117476312084
1441,Mazda CX-5 2.5 AT,2019,II,71572,2,2.5 4WD AT,2.5,0,Автомат,Полный,Внедорожник,Синий,Возможен,соответствует,2,5,3,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,2599000,194,14.770637698386924
1442,Kia Soul 1.6 AT,2014,II,117500,2,1.6 CRDi AT,1.6,1,Автомат,Передний,Хэтчбек,Серый,Возможен,ниже,2,22,2,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,985000,128,13.800397935382136
1443,Hyundai Solaris 1.6 AT,2021,II рестайлинг,28816,1,1.6 AT,1.6,0,Автомат,Передний,Седан,Белый,другое,ниже,1,2,3,Зябликово:11–15 мин.;Красногвардейская:16–20 мин.;Домодедовская:16–20 мин.,Оригинал,1030000,123,13.845070331079134
1444,Honda Fit 1.5 CVT,2020,GR,31202,1,1.5 CVT,1.5,0,Вариатор,Передний,Хэтчбек,Белый,другое,нет оценки,2,5,2,Автозаводская:6–10 мин.;ЗИЛ:21–30 мин.;Дубровка:21–30 мин.,Другое,1700000,130,14.346139397261565
1445,Mazda 6 2.0 AT,2014,GJ,128000,1,2.0 AT,2.0,0,Автомат,Передний,Седан,Серебряный,другое,соответствует,1,10,3,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,1199000,150,13.99699926803766
1446,Nissan Murano 3.5 CVT,2013,Z51 рестайлинг 2,155500,2,3.5 4WD CVT,3.5,0,Вариатор,Полный,Внедорожник,Другой,Возможен,ниже,2,10,1,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,1085000,249,13.89709146661526
1447,Audi A6 2.4 CVT,2005,С6,187000,2,2.4 Multitronic,2.4,0,Вариатор,Передний,Седан,Чёрный,Возможен,выше,2,5,5,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,Другое,799000,177,13.591117476312084
1448,Hyundai Sonata 2.0 AT,2017,VII рестайлинг,87300,1,2.0 AT,2.0,0,Автомат,Передний,Седан,Чёрный,Возможен,соответствует,1,1,2,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,1395000,150,14.148405690083225
1449,Skoda Rapid 1.6 AT,2020,I рестайлинг,87004,1,1.6 MPI AT,1.6,0,Автомат,Передний,Хэтчбек,Белый,другое,ниже,2,5,2,Беломорская:11–15 мин.;Ховрино:11–15 мин.;Речной вокзал:21–30 мин.,Оригинал,1180000,110,13.981025843899117
1450,Hyundai Santa Fe 2.4 AT,2012,II рестайлинг,187000,2,2.4 4WD AT,2.4,0,Автомат,Полный,Внедорожник,Чёрный,Возможен,ниже,2,1,1,Волоколамская:16–20 мин.;Мякинино:от 31 мин.;Тушинская:от 31 мин.,Другое,1065000,174,13.878486296092358
1451,Opel Meriva 1.7 AT,2012,B,117408,2,1.7 CDTi AT,1.7,1,Автомат,Передний,Minivan,Серый,Возможен,ниже,2,1,1,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,599000,100,13.303018546545275
1452,ВАЗ (LADA) Largus 1.6 MT,2013,I,114716,3,1.6 MT,1.6,0,Механика,Передний,Универсал,Серебряный,Возможен,соответствует,3,9,2,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,649000,84,13.38318953651709
1453,Mercedes-Benz GL-класс 3.0 AT,2011,X164 рестайлинг,155483,1,GL 350d 3.0 4MATIC 7G-Tronic,3.0,1,Автомат,Полный,Внедорожник,Чёрный,другое,ниже,1,5,2,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,Другое,1699000,224,14.345550989235415
1454,Opel Mokka 1.8 AT,2013,I,172000,1,1.8 4WD AT,1.8,0,Автомат,Полный,Внедорожник,Серый,Возможен,ниже,1,3,1,Рассказовка:11–15 мин.;Новопеределкино:11–15 мин.;Боровское шоссе:от 31 мин.,Другое,836000,140,13.636385088238372
1455,Toyota Land Cruiser Prado 2.8 AT,2016,150 рестайлинг,131052,2,2.8 D AT,2.8,1,Автомат,Полный,Внедорожник,Белый,Возможен,выше,2,26,1,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,Другое,3245000,177,14.99262621628669
1456,Land Rover Discovery Sport 2.0 AT,2019,I,39857,1,2.0 TD AT,2.0,1,Автомат,Полный,Внедорожник,Белый,другое,нет оценки,2,5,2,Автозаводская:6–10 мин.;ЗИЛ:21–30 мин.;Дубровка:21–30 мин.,Другое,3150000,150,14.962913328262083
1457,Audi A5 2.0 AMT,2013,I рестайлинг,144000,2,2.0 TFSI quattro S tronic,2.0,0,Робот,Полный,Хэтчбек,Чёрный,Возможен,соответствует,2,5,1,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,1349000,211,14.114874876479464
1458,Hyundai ix35 2.0 AT,2013,I рестайлинг,157000,1,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Чёрный,Возможен,ниже,1,5,1,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,1095000,150,13.90626583447433
1459,Mitsubishi Pajero Sport 2.5 AT,2011,II,147000,2,2.5DI-D AT,2.5,1,Автомат,Полный,Внедорожник,Чёрный,Возможен,соответствует,2,15,2,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,Другое,1249000,178,14.037854589747907
1460,Kia K5 2.0 AT,2020,III,89568,1,2.0 GDI AT,2.0,0,Автомат,Передний,Седан,Белый,другое,ниже,2,3,2,Беломорская:11–15 мин.;Ховрино:11–15 мин.;Речной вокзал:21–30 мин.,Оригинал,1385000,240,14.141211419624975
1461,Kia Rio 1.6 AT,2017,IV,42300,1,1.6 AT,1.6,0,Автомат,Передний,Седан,Серый,Возможен,ниже,1,8,1,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,1089000,123,13.900771320188323
1462,Skoda Yeti 1.8 AMT,2012,I,170000,1,1.8 TSI 4WD DSG,1.8,0,Робот,Полный,Внедорожник,Синий,другое,выше,1,1,2,Волоколамская:16–20 мин.;Мякинино:от 31 мин.;Тушинская:от 31 мин.,Другое,895000,152,13.704580114574803
1463,Hyundai ix35 2.0 AT,2012,I,134520,1,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Белый,Возможен,ниже,1,3,2,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,1069000,150,13.88223512546044
1464,Hyundai i40 2.0 AT,2014,I,134837,1,2.0 AT,2.0,0,Автомат,Передний,Универсал,Белый,другое,выше,1,5,1,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,Другое,1199000,150,13.99699926803766
1465,Renault Duster 2.0 AT,2020,I рестайлинг,88549,1,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Чёрный,другое,ниже,2,4,4,Рассказовка:11–15 мин.;Новопеределкино:11–15 мин.;Боровское шоссе:от 31 мин.,Электронный,1430000,143,14.173185701536545
1466,Mercedes-Benz S-класс 2.9 AT,2021,W223,20000,1,S350d L 2.9 4MATIC 9G-Tronic,2.9,1,Автомат,Полный,Седан,Белый,другое,нет оценки,2,5,2,Автозаводская:6–10 мин.;ЗИЛ:21–30 мин.;Дубровка:21–30 мин.,Оригинал,8600000,249,15.967272877502799
1467,Opel Zafira 1.4 AT,2013,C,115000,2,1.4 Turbo AT,1.4,0,Автомат,Передний,Minivan,Коричневый,другое,соответствует,2,6,1,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,1099000,140,13.909912143303451
1468,Audi Q7 3.0 AT,2011,4L рестайлинг,179000,3,3.0 TDI quattro Tiptronic,3.0,1,Автомат,Полный,Внедорожник,Чёрный,Возможен,соответствует,3,1,2,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,1695000,240,14.343193888767015
1469,Kia Sorento 2.4 AT,2016,II рестайлинг,109000,2,2.4 4WD AT,2.4,0,Автомат,Полный,Внедорожник,Коричневый,Возможен,выше,2,6,2,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,Другое,1999000,175,14.508158113732538
1470,Toyota Camry 2.5 AT,2017,XV50 рестайлинг,145300,3,2.5 AT,2.5,0,Автомат,Передний,Седан,Чёрный,Возможен,соответствует,3,10,2,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,1745000,181,14.372265686684402
1471,Nissan Terrano 2.0 MT,2019,D10,53266,1,2.0 4WD MT,2.0,0,Механика,Полный,Внедорожник,Белый,другое,ниже,2,5,2,Беломорская:11–15 мин.;Ховрино:11–15 мин.;Речной вокзал:21–30 мин.,Оригинал,1130000,143,13.937729075643885
1472,Nissan Qashqai 2.0 CVT,2021,II рестайлинг,29000,1,2.0 4WD CVT,2.0,0,Вариатор,Полный,Внедорожник,Чёрный,Возможен,ниже,1,1,2,Волоколамская:16–20 мин.;Мякинино:от 31 мин.;Тушинская:от 31 мин.,Другое,2399000,144,14.690562958662094
1473,Ford Mondeo 2.0 AT,2010,IV,164082,3,2.0 TDCi AT,2.0,1,Автомат,Передний,Седан,Чёрный,Возможен,выше,3,1,2,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,779000,140,13.565767608549109
1474,Toyota Highlander 3.5 AT,2011,II рестайлинг,158233,2,3.5 V6 4WD AT,3.5,0,Автомат,Полный,Внедорожник,Чёрный,другое,соответствует,2,8,1,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,Другое,1699000,273,14.345550989235415
1475,Hyundai Equus 3.8 AT,2014,II рестайлинг,145187,2,3.8 AT,3.8,0,Автомат,Задний,Седан,Чёрный,Возможен,ниже,2,28,1,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,Другое,1145000,334,13.950916068332543
1476,Ford Tourneo Connect 1.8 MT,2007,I,185000,3,1.8 TDCi MT,1.8,1,Механика,Передний,Minivan,Серебряный,Возможен,соответствует,3,1,2,Рассказовка:11–15 мин.;Новопеределкино:11–15 мин.;Боровское шоссе:от 31 мин.,Другое,620000,90,13.3374763699232
1477,Volkswagen Tiguan 2.0 AMT,2019,II,25941,1,2.0 TDI 4MOTION DSG,2.0,1,Робот,Полный,Внедорожник,Синий,другое,нет оценки,2,5,2,Автозаводская:6–10 мин.;ЗИЛ:21–30 мин.;Дубровка:21–30 мин.,Оригинал,2285000,240,14.641877019947108
1478,Skoda Superb 1.8 AMT,2017,III,124000,2,1.8 TSI DSG,1.8,0,Робот,Передний,Хэтчбек,Чёрный,Возможен,соответствует,2,12,2,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,1599000,180,14.284889617206764
1479,Opel Insignia 2.0 AT,2014,I рестайлинг,159500,3,2.0 DTH AT,2.0,1,Автомат,Передний,Седан,Белый,Возможен,ниже,3,5,2,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,985000,160,13.800397935382136
1480,Chevrolet Orlando 1.8 AT,2014,I,112331,1,1.8 AT,1.8,0,Автомат,Передний,Minivan,Чёрный,Возможен,соответствует,1,4,1,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,Другое,1199000,141,13.99699926803766
1481,Volkswagen Tiguan 2.0 AT,2013,I рестайлинг,140200,1,2.0 TSI 4Motion AT,2.0,0,Автомат,Полный,Внедорожник,Белый,Возможен,ниже,1,5,2,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,1095000,170,13.90626583447433
1482,Nissan Qashqai 2.0 CVT,2015,II,89262,2,2.0 4WD CVT,2.0,0,Вариатор,Полный,Внедорожник,Красный,другое,ниже,2,38,4,Зябликово:11–15 мин.;Красногвардейская:16–20 мин.;Домодедовская:16–20 мин.,Другое,1150000,144,13.955273369904273
1483,Nissan X-Trail 2.5 CVT,2008,II,185000,2,2.5 4WD CVT,2.5,0,Вариатор,Полный,Внедорожник,Серебряный,Возможен,соответствует,2,5,3,Волоколамская:16–20 мин.;Мякинино:от 31 мин.;Тушинская:от 31 мин.,Другое,895000,169,13.704580114574803
1484,Skoda Rapid 1.6 AT,2017,I рестайлинг,130167,1,1.6 MPI AT,1.6,0,Автомат,Передний,Хэтчбек,Белый,Возможен,ниже,1,5,2,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,1019000,110,13.83433329355865
1485,ВАЗ (LADA) Largus 1.6 MT,2019,I,57609,1,1.6 MT,1.6,0,Механика,Передний,Универсал,Чёрный,другое,ниже,2,5,6,Беломорская:11–15 мин.;Ховрино:11–15 мин.;Речной вокзал:21–30 мин.,Оригинал,790000,106,13.579789490265187
1486,Mercedes-Benz C-класс 1.6 AT,2012,W204/S204/С204 рестайлинг,95616,2,C 180 1.6 7G-Tronic,1.6,0,Автомат,Задний,Купе,Красный,Возможен,ниже,2,2,1,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,Другое,1245000,156,14.034646891093473
1487,Mercedes-Benz E-класс 3.5 AT,2011,W212/S212/C207/A207,153942,1,E 350 3.5 4MATIC 7G-Tronic,3.5,0,Автомат,Полный,Седан,Серый,другое,ниже,1,5,2,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,Другое,1299000,272,14.077106065475382
1488,Toyota Corolla 1.8 CVT,2020,XII,33700,1,1.8 CVT,1.8,0,Вариатор,Передний,Седан,Белый,другое,нет оценки,2,5,2,Автозаводская:6–10 мин.;ЗИЛ:21–30 мин.;Дубровка:21–30 мин.,Электронный,1700000,140,14.346139397261565
1489,Toyota Corolla 1.6 AT,2011,X рестайлинг,139408,2,1.6 AT,1.6,0,Автомат,Передний,Седан,Серый,другое,соответствует,2,3,2,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,899000,124,13.70903942580019
1490,Toyota RAV4 2.4 AT,2007,III,165000,3,2.4 4WD AT,2.4,0,Автомат,Полный,Внедорожник,Чёрный,Возможен,соответствует,3,4,1,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,1095000,170,13.90626583447433
1491,Mercedes-Benz M-класс 3.0 AT,2013,W166,146000,2,ML 350d 3.0 4MATIC 7G-Tronic,3.0,1,Автомат,Полный,Внедорожник,Белый,Возможен,ниже,2,5,3,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,Другое,1999000,249,14.508158113732538
1492,Kia Optima 2.4 AT,2019,IV рестайлинг,80241,2,2.4 GDI AT,2.4,0,Автомат,Передний,Седан,Синий,Возможен,соответствует,2,6,2,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,1949000,188,14.4828274915732
1493,Kia Rio X-Line 1.4 AT,2018,I,29900,1,1.4 AT,1.4,0,Автомат,Передний,Хэтчбек,Белый,Возможен,ниже,1,5,3,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,1145000,100,13.950916068332543
1494,Kia Optima 2.0 AT,2015,III рестайлинг,118716,1,2.0 AT,2.0,0,Автомат,Передний,Седан,Белый,Возможен,ниже,1,5,2,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,1199000,150,13.99699926803766
1495,Toyota Camry 2.5 AT,2021,XV70 рестайлинг,42563,1,2.5 AT,2.5,0,Автомат,Передний,Седан,Белый,другое,ниже,2,1,5,Беломорская:11–15 мин.;Ховрино:11–15 мин.;Речной вокзал:21–30 мин.,Оригинал,1925000,200,14.470437045184406
1496,Land Rover Range Rover Evoque 2.2 AT,2016,I рестайлинг,118018,2,2.2 TD AT,2.2,1,Автомат,Полный,Внедорожник,Красный,Возможен,ниже,2,44,5,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,Другое,2145000,190,14.578650576544613
1497,Mercedes-Benz C-класс 1.8 AT,2012,W204/S204/С204 рестайлинг,139509,2,C 180 1.8 7G-Tronic,1.8,0,Автомат,Задний,Седан,Белый,другое,соответствует,2,6,2,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,Другое,1399000,156,14.151268968443645
1498,Ford Focus 1.6 AMT,2012,III,127000,2,1.6 AMT,1.6,0,Робот,Передний,Седан,Чёрный,другое,соответствует,2,2,2,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,649000,105,13.38318953651709
1499,Kia Cerato 2.0 AT,2021,IV,76488,1,2.0 AT,2.0,0,Автомат,Передний,Седан,Белый,Возможен,ниже,1,4,1,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,1949000,150,14.4828274915732
1500,Volkswagen Passat CC 1.8 AMT,2014,B6 рестайлинг,148000,3,1.8 TSI DSG,1.8,0,Робот,Передний,Седан,Чёрный,Возможен,соответствует,3,5,1,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,1295000,152,14.07402202531625
1501,Mitsubishi Pajero Sport 2.4 AT,2017,III,103000,2,2.4 DI-D 4WD AT,2.4,1,Автомат,Полный,Внедорожник,Чёрный,Возможен,нет оценки,2,1,2,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,Другое,2049000,181,14.532862915263866
1502,Nissan X-Trail 2.5 CVT,2017,III,141000,2,2.5 4WD CVT,2.5,0,Вариатор,Полный,Внедорожник,Чёрный,Возможен,соответствует,2,23,3,Волоколамская:16–20 мин.;Мякинино:от 31 мин.;Тушинская:от 31 мин.,Другое,1635000,171,14.3071539739341
1503,Hyundai Santa Fe 2.4 AT,2011,II рестайлинг,153700,4+,2.4 4WD AT,2.4,0,Автомат,Полный,Внедорожник,Серебряный,Возможен,соответствует,4,10,4,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,1045000,174,13.85952840031839
1504,Hyundai ix35 2.0 AT,2015,I рестайлинг,111694,1,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Коричневый,Возможен,ниже,1,9,2,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,1049000,150,13.863348840666827
1505,Kia K5 2.5 AT,2021,III,62525,1,2.5 GDI AT,2.5,0,Автомат,Передний,Седан,Синий,другое,ниже,2,1,5,Беломорская:11–15 мин.;Ховрино:11–15 мин.;Речной вокзал:21–30 мин.,Оригинал,1440000,194,14.180154365996387
1506,Kia Sorento 2.2 AT,2014,II рестайлинг,114621,1,2.2 CRDi 4WD AT,2.2,1,Автомат,Полный,Внедорожник,Синий,другое,ниже,1,12,2,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,Другое,1399000,197,14.151268968443645
1507,Skoda Kodiaq 2.0 AMT,2018,I,85362,2,2.0 TSI 4WD DSG,2.0,0,Робот,Полный,Внедорожник,Чёрный,Возможен,ниже,2,9,2,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,Другое,2195000,180,14.60169306007217
1508,Nissan Terrano 1.6 MT,2020,D10,56000,1,1.6 4WD MT,1.6,0,Механика,Полный,Внедорожник,Серый,Возможен,нет оценки,1,8,1,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,1099000,114,13.909912143303451
1509,Mitsubishi Pajero 3.0 AT,2011,IV,176000,4+,3.0 4WD AT,3.0,0,Автомат,Полный,Внедорожник,Серебряный,Возможен,соответствует,4,3,1,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,1475000,178,14.204169225721929
1510,Mazda CX-5 2.0 AT,2011,I,119000,1,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Красный,Возможен,ниже,1,9,2,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,Другое,1249000,150,14.037854589747907
1511,Volkswagen Multivan 2.0 AMT,2011,T5 рестайлинг,194000,2,2.0 TDI 4Motion AMT,2.0,1,Робот,Полный,Minivan,Серый,Возможен,нет оценки,2,4,2,Волоколамская:16–20 мин.;Мякинино:от 31 мин.;Тушинская:от 31 мин.,Другое,2065000,180,14.540641268638655
1512,Mazda CX-7 2.3 AT,2010,I рестайлинг,178000,2,2.3 4WD AT,2.3,0,Автомат,Полный,Внедорожник,Белый,Возможен,ниже,2,6,1,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,839000,238,13.639967177343745
1513,Ford Kuga 2.5 AT,2012,I,138245,1,2.5 4WD AT,2.5,0,Автомат,Полный,Внедорожник,Чёрный,Возможен,соответствует,1,47,1,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,999000,200,13.81451105863119
1514,Skoda Octavia 1.6 AT,2020,III рестайлинг,65236,1,1.6 MPI AT,1.6,0,Автомат,Передний,Хэтчбек,Чёрный,другое,ниже,2,7,3,Беломорская:11–15 мин.;Ховрино:11–15 мин.;Речной вокзал:21–30 мин.,Оригинал,1320000,110,14.093143052138025
1515,Volkswagen Amarok 2.0 AT,2016,I,112415,2,2.0 TDI 4Motion AT,2.0,1,Автомат,Полный,Пикап,Чёрный,Возможен,ниже,2,4,1,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,1749000,180,14.374555325755864
1516,Suzuki Grand Vitara 2.0 AT,2012,II рестайлинг,141327,2,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Синий,Возможен,выше,2,14,3,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,1099000,140,13.909912143303451
1517,Mercedes-Benz CLA-класс 1.6 AMT,2014,C117/X117,124608,2,CLA 200 1.6 7G-DCT,1.6,0,Робот,Передний,Седан,Красный,другое,соответствует,2,11,1,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,Другое,1499000,156,14.22030944419592
1518,Volkswagen Touareg 3.6 AT,2013,II,149000,1,3.6 TSI 4Motion AT,3.6,0,Автомат,Полный,Внедорожник,Чёрный,Возможен,выше,1,39,1,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,Другое,1995000,249,14.506155109559108
1519,Ford Focus 2.0 AMT,2012,III,120000,2,2.0 AMT,2.0,0,Робот,Передний,Хэтчбек,Коричневый,другое,ниже,2,19,2,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,699000,150,13.457407451830088
1520,Chevrolet Captiva 2.2 AT,2015,I рестайлинг 2,122000,2,2.2 TD 4WD AT,2.2,1,Автомат,Полный,Внедорожник,Бежевый,Возможен,ниже,2,18,2,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,1125000,184,13.933294482509153
1521,Skoda Rapid 1.6 AT,2017,I рестайлинг,130167,1,1.6 MPI AT,1.6,0,Автомат,Передний,Хэтчбек,Белый,Возможен,ниже,1,5,2,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,1019000,110,13.83433329355865
1522,Volkswagen Polo 1.6 AT,2016,V рестайлинг,122140,1,1.6 MPI AT,1.6,0,Автомат,Передний,Седан,Серый,Возможен,соответствует,1,5,2,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,899000,110,13.70903942580019
1523,Nissan Murano 3.5 CVT,2017,Z52,109000,2,3.5 4WD CVT,3.5,0,Вариатор,Полный,Внедорожник,Чёрный,Возможен,нет оценки,2,7,1,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,Другое,1999000,249,14.508158113732538
1524,Honda Crosstour 3.5 AT,2013,I рестайлинг,155000,1,3.5 4WD AT,3.5,0,Автомат,Полный,Внедорожник,Белый,Возможен,соответствует,1,6,1,Волоколамская:16–20 мин.;Мякинино:от 31 мин.;Тушинская:от 31 мин.,Другое,1695000,281,14.343193888767015
1525,Skoda Octavia 1.6 AT,2020,III рестайлинг,86000,1,1.6 MPI AT,1.6,0,Автомат,Передний,Хэтчбек,Коричневый,другое,ниже,1,5,3,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,1409000,110,14.158391500603773
1526,Mitsubishi Lancer 1.8 CVT,2008,X,141141,3,1.8 CVT,1.8,0,Вариатор,Передний,Седан,Зелёный,Возможен,соответствует,3,9,2,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,699000,143,13.457407451830088
1527,Kia Cerato 2.0 AT,2019,IV,65118,1,2.0 AT,2.0,0,Автомат,Передний,Седан,Белый,Возможен,ниже,1,5,2,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,Другое,1449000,150,14.186384911433706
1528,Volvo S60 2.0 AT,2012,II,147013,1,2.0 T4 AT,2.0,0,Автомат,Передний,Седан,Чёрный,другое,ниже,1,5,2,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,Другое,1049000,180,13.863348840666827
1529,Haval F7x 1.5 AMT,2021,I,41263,1,1.5 4WD AMT,1.5,0,Робот,Полный,Внедорожник,Чёрный,другое,ниже,1,2,6,Беломорская:11–15 мин.;Ховрино:11–15 мин.;Речной вокзал:21–30 мин.,Оригинал,1480000,150,14.207553321415745
