,title,year,age,run,history,owners_pts,modification,volume,engine_type,transmission,gear,body,color,wheel,exchange,mark,accident,other_history,tech_history,sold,pts_type,price,horse_power
1396,Mazda MPV 3.0 AT,2005,II рестайлинг,177000,8.0,3,3.0 AT,3.0,Бензин,Автомат,Передний,Minivan,Синий,Левый,Возможен,выше,1,3,5,2,Другое,679000,200
1397,Nissan X-Trail 2.0 CVT,2013,II рестайлинг,144941,14.0,2,2.0 4WD CVT,2.0,Бензин,Вариатор,Полный,Внедорожник,Чёрный,Левый,Возможен,ниже,0,2,5,5,Другое,949000,141
1398,ВАЗ (LADA) Granta 1.6 MT,2023,I рестайлинг,10,2.0,1,1.6 MT,1.6,Бензин,Механика,Передний,Седан,Белый,Левый,Возможен,нет оценки,1,2,5,1,Другое,750000,90
1399,Ford Explorer 3.5 AT,2015,V рестайлинг,155000,13.0,3,3.5 4WD AT,3.5,Бензин,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,соответствует,0,3,9,2,Другое,2395000,249
1400,BMW 3 серия 2.0 AT,2014,F30/F31,139646,13.0,2,320i 2.0 xDrive AT,2.0,Бензин,Автомат,Полный,Седан,Синий,Левый,другое,соответствует,0,2,3,4,Другое,1699000,184
1401,Kia Optima 2.4 AT,2018,IV,70889,4.0,1,2.4 AT,2.4,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,ниже,1,1,5,2,Другое,1649000,188
1402,Skoda Octavia 1.6 AT,2018,III рестайлинг,90494,11.267396907216495,1,1.6 MPI AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Серебряный,Левый,другое,ниже,1,1,5,2,Другое,1250000,110
1403,Hyundai Sonata 2.0 AT,2017,VII рестайлинг,55000,11.267396907216495,1,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Белый,Левый,другое,нет оценки,1,2,5,2,Другое,2040000,150
1404,Geely Preface 2.0 AMT,2023,I рестайлинг,30,11.267396907216495,1,2.0 AMT,2.0,Бензин,Робот,Передний,Седан,Зелёный,Левый,Возможен,нет оценки,1,2,5,2,Другое,2599000,190
1405,Mercedes-Benz A-класс 1.6 AMT,2014,W176,110000,14.0,1,A 180 1.6 7G-DCT,1.6,Бензин,Робот,Передний,Хэтчбек,Чёрный,Левый,другое,ниже,1,1,13,2,Другое,1199000,122
1406,Ford Kuga 2.5 AT,2015,II,156000,8.0,1,2.5 AT,2.5,Бензин,Автомат,Передний,Внедорожник,Серебряный,Левый,Возможен,соответствует,0,1,4,2,Другое,1125000,150
1407,Nissan X-Trail 2.0 CVT,2013,II рестайлинг,97254,12.0,1,2.0 4WD CVT,2.0,Бензин,Вариатор,Полный,Внедорожник,Чёрный,Левый,другое,ниже,1,2,5,3,Оригинал,1020000,141
1408,Kia Sportage 2.0 AT,2014,III рестайлинг,112000,8.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Коричневый,Левый,Возможен,ниже,0,1,1,2,Другое,1149000,150
1409,Nissan X-Trail 2.0 CVT,2015,III,136296,15.0,1,2.0 4WD CVT,2.0,Бензин,Вариатор,Полный,Внедорожник,Чёрный,Левый,Возможен,выше,0,1,9,1,Другое,1599000,144
1410,Kia Ceed 1.6 AMT,2016,JD рестайлинг,109000,9.0,1,1.6 AMT,1.6,Бензин,Робот,Передний,Хэтчбек,Красный,Левый,Возможен,выше,0,1,12,2,Другое,1495000,135
1411,FAW Besturn X40 1.6 AT,2020,I,38284,12.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Внедорожник,Белый,Левый,Возможен,ниже,1,2,4,3,Другое,1090000,108
1412,Volvo XC60 2.4 AT,2013,I,131182,6.0,1,2.4 D3 4WD AT,2.4,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,другое,ниже,1,1,3,2,Другое,1199000,163
1413,BMW X5 3.0 AT,2014,F15,116540,12.0,1,M50d 3.0 xDrive Steptronic,3.0,Дизель,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,ниже,1,1,13,2,Другое,3249000,381
1414,Nissan Teana 2.5 CVT,2012,J32 рестайлинг,141735,15.0,1,2.5 CVT,2.5,Бензин,Вариатор,Передний,Седан,Серый,Левый,другое,ниже,1,1,13,1,Другое,899000,182
1415,Audi Q5 2.0 AMT,2011,I,142200,6.0,1,2.0 TFSI quattro S tronic,2.0,Бензин,Робот,Полный,Внедорожник,Коричневый,Левый,Возможен,ниже,1,1,2,2,Другое,1149000,211
1416,Geely Coolray 1.5 AMT,2021,I,31835,4.0,1,1.5 AMT,1.5,Бензин,Робот,Передний,Внедорожник,Серый,Левый,другое,ниже,1,1,2,2,Оригинал,1120000,150
1417,Subaru Impreza 1.6 CVT,2020,GK2 рестайлинг,19823,11.267396907216495,1,1.6 CVT,1.6,Бензин,Вариатор,Передний,Хэтчбек,Чёрный,Правый,другое,нет оценки,0,2,5,2,Другое,1550000,115
1418,Volkswagen Multivan 2.0 AMT,2010,T5 рестайлинг,185000,19.0,2,2.0 TDI DSG,2.0,Дизель,Робот,Передний,Minivan,Чёрный,Левый,Возможен,соответствует,0,2,13,4,Другое,1749000,180
1419,Mazda CX-7 2.5 AT,2011,I рестайлинг,165000,15.0,1,2.5 AT,2.5,Бензин,Автомат,Передний,Внедорожник,Белый,Левый,Возможен,соответствует,1,1,16,2,Другое,975000,163
1420,Audi Q5 2.0 AT,2014,I рестайлинг,118603,24.0,1,2.0 TFSI quattro Tiptronic,2.0,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,ниже,1,1,17,2,Другое,1569000,225
1421,Geely Coolray 1.5 AMT,2021,I,36147,4.0,1,1.5 AMT,1.5,Бензин,Робот,Передний,Внедорожник,Чёрный,Левый,другое,ниже,1,2,5,2,Оригинал,1055000,177
1422,Nissan Qashqai 2.0 CVT,2014,II,127000,18.0,2,2.0 4WD CVT,2.0,Бензин,Вариатор,Полный,Внедорожник,Чёрный,Левый,Возможен,ниже,0,2,11,2,Другое,1129000,144
1423,Citroen C4 1.6 AT,2011,II,150322,5.0,3,1.6 AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Коричневый,Левый,Возможен,соответствует,0,3,5,2,Другое,659000,120
1424,Geely Atlas 2.4 AT,2020,I,69000,19.0,1,2.4 4WD AT,2.4,Бензин,Автомат,Полный,Внедорожник,Коричневый,Левый,Возможен,соответствует,0,2,17,1,Другое,1535000,149
1425,Haval Jolion 1.5 AMT,2022,I,4015,4.0,1,1.5 4WD AMT,1.5,Бензин,Робот,Полный,Внедорожник,Красный,Левый,Возможен,ниже,1,1,5,2,Другое,1550000,150
1426,Volkswagen Passat CC 1.8 AMT,2011,B6,133471,21.0,2,1.8 TSI DSG,1.8,Бензин,Робот,Передний,Седан,Белый,Левый,другое,соответствует,1,2,17,1,Другое,999000,152
1427,Haval F7x 2.0 AMT,2021,I,31255,6.0,1,2.0 4WD AMT,2.0,Бензин,Робот,Полный,Внедорожник,Серый,Левый,другое,ниже,1,1,5,2,Оригинал,1595000,190
1428,Hyundai Tucson 2.0 AT,2021,IV,68000,11.267396907216495,1,2.0 CRDi 4WD AT,2.0,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,другое,нет оценки,0,2,5,2,Другое,2600000,186
1429,Opel Insignia 2.0 AT,2011,I,147000,16.0,2,2.0 DTH AT,2.0,Дизель,Автомат,Передний,Седан,Серый,Левый,другое,ниже,0,2,13,3,Другое,699000,160
1430,Kia Soul 1.6 AT,2014,II,117500,19.0,2,1.6 CRDi AT,1.6,Дизель,Автомат,Передний,Хэтчбек,Серый,Левый,Возможен,ниже,1,2,22,2,Другое,985000,128
1431,Mercedes-Benz GLK-класс 2.0 AT,2014,X204 рестайлинг,98000,16.0,1,GLK 250 2.0 4MATIC 7G-Tronic,2.0,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,ниже,0,1,11,1,Другое,1649000,211
1432,Kia Ceed 1.6 AT,2018,JD рестайлинг,61154,13.0,1,1.6 AT,1.6,Бензин,Автомат,Передний,Универсал,Коричневый,Левый,другое,ниже,1,2,10,4,Оригинал,1030000,130
1433,Kia Sportage 2.0 AT,2012,III,148000,20.0,3,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Другой,Левый,Возможен,ниже,0,3,7,5,Другое,1095000,150
1434,Volkswagen Golf 1.6 AMT,2011,Mk6,147349,12.0,3,1.6 DSG,1.6,Бензин,Робот,Передний,Хэтчбек,Серебряный,Левый,Возможен,соответствует,0,2,9,2,Другое,749000,102
1435,Skoda Octavia 1.6 AT,2015,III,156500,10.0,3,1.6 MPI AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Коричневый,Левый,Возможен,ниже,0,3,4,2,Другое,895000,110
1436,Kia Sorento 2.2 AT,2014,II рестайлинг,128000,20.0,1,2.2 CRDi 4WD AT,2.2,Дизель,Автомат,Полный,Внедорожник,Коричневый,Левый,Возможен,ниже,0,2,6,1,Другое,1420000,197
1437,Opel Astra GTC 1.4 AT,2014,J рестайлинг,108409,7.0,1,1.4 Turbo AT,1.4,Бензин,Автомат,Передний,Хэтчбек,Красный,Левый,другое,ниже,1,1,4,2,Другое,749000,140
1438,Mercedes-Benz S-класс 4.7 AT,2017,W222/C217/A217,105782,9.0,2,S 500 4.7 4MATIC 9G-Tronic,4.7,Бензин,Автомат,Полный,Седан,Чёрный,Левый,Возможен,выше,0,2,8,1,Другое,3895000,455
1439,Hyundai ix35 2.0 AT,2011,I,157000,7.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Красный,Левый,Возможен,ниже,1,1,2,2,Другое,899000,150
1440,Volkswagen Jetta 1.4 AMT,2013,VI,134097,23.0,2,1.4 TSI DSG,1.4,Бензин,Робот,Передний,Седан,Белый,Левый,Возможен,ниже,0,2,4,11,Другое,799000,122
1441,Mazda CX-5 2.5 AT,2019,II,71572,8.0,2,2.5 4WD AT,2.5,Бензин,Автомат,Полный,Внедорожник,Синий,Левый,Возможен,соответствует,0,2,5,3,Другое,2599000,194
1442,Kia Soul 1.6 AT,2014,II,117500,19.0,2,1.6 CRDi AT,1.6,Дизель,Автомат,Передний,Хэтчбек,Серый,Левый,Возможен,ниже,1,2,22,2,Другое,985000,128
1443,Hyundai Solaris 1.6 AT,2021,II рестайлинг,28816,10.0,1,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Белый,Левый,другое,ниже,1,1,2,3,Оригинал,1030000,123
1444,Honda Fit 1.5 CVT,2020,GR,31202,11.267396907216495,1,1.5 CVT,1.5,Бензин,Вариатор,Передний,Хэтчбек,Белый,Правый,другое,нет оценки,0,2,5,2,Другое,1700000,130
1445,Mazda 6 2.0 AT,2014,GJ,128000,14.0,1,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Серебряный,Левый,другое,соответствует,1,1,10,3,Другое,1199000,150
1446,Nissan Murano 3.5 CVT,2013,Z51 рестайлинг 2,155500,13.0,2,3.5 4WD CVT,3.5,Бензин,Вариатор,Полный,Внедорожник,Другой,Левый,Возможен,ниже,1,2,10,1,Другое,1085000,249
1447,Audi A6 2.4 CVT,2005,С6,187000,13.0,2,2.4 Multitronic,2.4,Бензин,Вариатор,Передний,Седан,Чёрный,Левый,Возможен,выше,0,2,5,5,Другое,799000,177
1448,Hyundai Sonata 2.0 AT,2017,VII рестайлинг,87300,7.0,1,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,соответствует,0,1,1,2,Другое,1395000,150
1449,Skoda Rapid 1.6 AT,2020,I рестайлинг,87004,7.0,1,1.6 MPI AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Белый,Левый,другое,ниже,1,2,5,2,Оригинал,1180000,110
1450,Hyundai Santa Fe 2.4 AT,2012,II рестайлинг,187000,8.0,2,2.4 4WD AT,2.4,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,ниже,1,2,1,1,Другое,1065000,174
1451,Opel Meriva 1.7 AT,2012,B,117408,7.0,2,1.7 CDTi AT,1.7,Дизель,Автомат,Передний,Minivan,Серый,Левый,Возможен,ниже,1,2,1,1,Другое,599000,100
1452,ВАЗ (LADA) Largus 1.6 MT,2013,I,114716,10.0,3,1.6 MT,1.6,Бензин,Механика,Передний,Универсал,Серебряный,Левый,Возможен,соответствует,1,3,9,2,Другое,649000,84
1453,Mercedes-Benz GL-класс 3.0 AT,2011,X164 рестайлинг,155483,7.0,1,GL 350d 3.0 4MATIC 7G-Tronic,3.0,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,другое,ниже,1,1,5,2,Другое,1699000,224
1454,Opel Mokka 1.8 AT,2013,I,172000,9.0,1,1.8 4WD AT,1.8,Бензин,Автомат,Полный,Внедорожник,Серый,Левый,Возможен,ниже,0,1,3,1,Другое,836000,140
1455,Toyota Land Cruiser Prado 2.8 AT,2016,150 рестайлинг,131052,23.0,2,2.8 D AT,2.8,Дизель,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,выше,1,2,26,1,Другое,3245000,177
1456,Land Rover Discovery Sport 2.0 AT,2019,I,39857,11.267396907216495,1,2.0 TD AT,2.0,Дизель,Автомат,Полный,Внедорожник,Белый,Левый,другое,нет оценки,0,2,5,2,Другое,3150000,150
1457,Audi A5 2.0 AMT,2013,I рестайлинг,144000,15.0,2,2.0 TFSI quattro S tronic,2.0,Бензин,Робот,Полный,Хэтчбек,Чёрный,Левый,Возможен,соответствует,0,2,5,1,Другое,1349000,211
1458,Hyundai ix35 2.0 AT,2013,I рестайлинг,157000,6.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,ниже,0,1,5,1,Другое,1095000,150
1459,Mitsubishi Pajero Sport 2.5 AT,2011,II,147000,11.0,2,2.5DI-D AT,2.5,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,соответствует,0,2,15,2,Другое,1249000,178
1460,Kia K5 2.0 AT,2020,III,89568,9.0,1,2.0 GDI AT,2.0,Бензин,Автомат,Передний,Седан,Белый,Левый,другое,ниже,1,2,3,2,Оригинал,1385000,240
1461,Kia Rio 1.6 AT,2017,IV,42300,4.0,1,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Серый,Левый,Возможен,ниже,0,1,8,1,Другое,1089000,123
1462,Skoda Yeti 1.8 AMT,2012,I,170000,8.0,1,1.8 TSI 4WD DSG,1.8,Бензин,Робот,Полный,Внедорожник,Синий,Левый,другое,выше,1,1,1,2,Другое,895000,152
1463,Hyundai ix35 2.0 AT,2012,I,134520,5.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,ниже,0,1,3,2,Другое,1069000,150
1464,Hyundai i40 2.0 AT,2014,I,134837,7.0,1,2.0 AT,2.0,Бензин,Автомат,Передний,Универсал,Белый,Левый,другое,выше,0,1,5,1,Другое,1199000,150
1465,Renault Duster 2.0 AT,2020,I рестайлинг,88549,14.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,другое,ниже,1,2,4,4,Электронный,1430000,143
1466,Mercedes-Benz S-класс 2.9 AT,2021,W223,20000,11.267396907216495,1,S350d L 2.9 4MATIC 9G-Tronic,2.9,Дизель,Автомат,Полный,Седан,Белый,Левый,другое,нет оценки,0,2,5,2,Оригинал,8600000,249
1467,Opel Zafira 1.4 AT,2013,C,115000,13.0,2,1.4 Turbo AT,1.4,Бензин,Автомат,Передний,Minivan,Коричневый,Левый,другое,соответствует,1,2,6,1,Другое,1099000,140
1468,Audi Q7 3.0 AT,2011,4L рестайлинг,179000,7.0,3,3.0 TDI quattro Tiptronic,3.0,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,соответствует,1,3,1,2,Другое,1695000,240
1469,Kia Sorento 2.4 AT,2016,II рестайлинг,109000,11.0,2,2.4 4WD AT,2.4,Бензин,Автомат,Полный,Внедорожник,Коричневый,Левый,Возможен,выше,0,2,6,2,Другое,1999000,175
1470,Toyota Camry 2.5 AT,2017,XV50 рестайлинг,145300,20.0,3,2.5 AT,2.5,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,соответствует,1,3,10,2,Другое,1745000,181
1471,Nissan Terrano 2.0 MT,2019,D10,53266,5.0,1,2.0 4WD MT,2.0,Бензин,Механика,Полный,Внедорожник,Белый,Левый,другое,ниже,1,2,5,2,Оригинал,1130000,143
1472,Nissan Qashqai 2.0 CVT,2021,II рестайлинг,29000,7.0,1,2.0 4WD CVT,2.0,Бензин,Вариатор,Полный,Внедорожник,Чёрный,Левый,Возможен,ниже,1,1,1,2,Другое,2399000,144
1473,Ford Mondeo 2.0 AT,2010,IV,164082,10.0,3,2.0 TDCi AT,2.0,Дизель,Автомат,Передний,Седан,Чёрный,Левый,Возможен,выше,1,3,1,2,Другое,779000,140
1474,Toyota Highlander 3.5 AT,2011,II рестайлинг,158233,15.0,2,3.5 V6 4WD AT,3.5,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,другое,соответствует,0,2,8,1,Другое,1699000,273
1475,Hyundai Equus 3.8 AT,2014,II рестайлинг,145187,30.0,2,3.8 AT,3.8,Бензин,Автомат,Задний,Седан,Чёрный,Левый,Возможен,ниже,0,2,28,1,Другое,1145000,334
1476,Ford Tourneo Connect 1.8 MT,2007,I,185000,8.0,3,1.8 TDCi MT,1.8,Дизель,Механика,Передний,Minivan,Серебряный,Левый,Возможен,соответствует,1,3,1,2,Другое,620000,90
1477,Volkswagen Tiguan 2.0 AMT,2019,II,25941,11.267396907216495,1,2.0 TDI 4MOTION DSG,2.0,Дизель,Робот,Полный,Внедорожник,Синий,Левый,другое,нет оценки,0,2,5,2,Оригинал,2285000,240
1478,Skoda Superb 1.8 AMT,2017,III,124000,16.0,2,1.8 TSI DSG,1.8,Бензин,Робот,Передний,Хэтчбек,Чёрный,Левый,Возможен,соответствует,0,2,12,2,Другое,1599000,180
1479,Opel Insignia 2.0 AT,2014,I рестайлинг,159500,11.0,3,2.0 DTH AT,2.0,Дизель,Автомат,Передний,Седан,Белый,Левый,Возможен,ниже,0,3,5,2,Другое,985000,160
1480,Chevrolet Orlando 1.8 AT,2014,I,112331,7.0,1,1.8 AT,1.8,Бензин,Автомат,Передний,Minivan,Чёрный,Левый,Возможен,соответствует,1,1,4,1,Другое,1199000,141
1481,Volkswagen Tiguan 2.0 AT,2013,I рестайлинг,140200,5.0,1,2.0 TSI 4Motion AT,2.0,Бензин,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,ниже,0,1,5,2,Другое,1095000,170
1482,Nissan Qashqai 2.0 CVT,2015,II,89262,43.0,2,2.0 4WD CVT,2.0,Бензин,Вариатор,Полный,Внедорожник,Красный,Левый,другое,ниже,1,2,38,4,Другое,1150000,144
1483,Nissan X-Trail 2.5 CVT,2008,II,185000,10.0,2,2.5 4WD CVT,2.5,Бензин,Вариатор,Полный,Внедорожник,Серебряный,Левый,Возможен,соответствует,1,2,5,3,Другое,895000,169
1484,Skoda Rapid 1.6 AT,2017,I рестайлинг,130167,11.267396907216495,1,1.6 MPI AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Белый,Левый,Возможен,ниже,1,1,5,2,Другое,1019000,110
1485,ВАЗ (LADA) Largus 1.6 MT,2019,I,57609,13.0,1,1.6 MT,1.6,Бензин,Механика,Передний,Универсал,Чёрный,Левый,другое,ниже,0,2,5,6,Оригинал,790000,106
1486,Mercedes-Benz C-класс 1.6 AT,2012,W204/S204/С204 рестайлинг,95616,6.0,2,C 180 1.6 7G-Tronic,1.6,Бензин,Автомат,Задний,Купе,Красный,Левый,Возможен,ниже,0,2,2,1,Другое,1245000,156
1487,Mercedes-Benz E-класс 3.5 AT,2011,W212/S212/C207/A207,153942,6.0,1,E 350 3.5 4MATIC 7G-Tronic,3.5,Бензин,Автомат,Полный,Седан,Серый,Левый,другое,ниже,1,1,5,2,Другое,1299000,272
1488,Toyota Corolla 1.8 CVT,2020,XII,33700,11.267396907216495,1,1.8 CVT,1.8,Бензин,Вариатор,Передний,Седан,Белый,Правый,другое,нет оценки,1,2,5,2,Электронный,1700000,140
1489,Toyota Corolla 1.6 AT,2011,X рестайлинг,139408,12.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Серый,Левый,другое,соответствует,0,2,3,2,Другое,899000,124
1490,Toyota RAV4 2.4 AT,2007,III,165000,7.0,3,2.4 4WD AT,2.4,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,соответствует,1,3,4,1,Другое,1095000,170
1491,Mercedes-Benz M-класс 3.0 AT,2013,W166,146000,6.0,2,ML 350d 3.0 4MATIC 7G-Tronic,3.0,Дизель,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,ниже,0,2,5,3,Другое,1999000,249
1492,Kia Optima 2.4 AT,2019,IV рестайлинг,80241,9.0,2,2.4 GDI AT,2.4,Бензин,Автомат,Передний,Седан,Синий,Левый,Возможен,соответствует,1,2,6,2,Другое,1949000,188
1493,Kia Rio X-Line 1.4 AT,2018,I,29900,3.0,1,1.4 AT,1.4,Бензин,Автомат,Передний,Хэтчбек,Белый,Левый,Возможен,ниже,1,1,5,3,Другое,1145000,100
1494,Kia Optima 2.0 AT,2015,III рестайлинг,118716,5.0,1,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Белый,Левый,Возможен,ниже,1,1,5,2,Другое,1199000,150
1495,Toyota Camry 2.5 AT,2021,XV70 рестайлинг,42563,9.0,1,2.5 AT,2.5,Бензин,Автомат,Передний,Седан,Белый,Левый,другое,ниже,0,2,1,5,Оригинал,1925000,200
1496,Land Rover Range Rover Evoque 2.2 AT,2016,I рестайлинг,118018,53.0,2,2.2 TD AT,2.2,Дизель,Автомат,Полный,Внедорожник,Красный,Левый,Возможен,ниже,0,2,44,5,Другое,2145000,190
1497,Mercedes-Benz C-класс 1.8 AT,2012,W204/S204/С204 рестайлинг,139509,10.0,2,C 180 1.8 7G-Tronic,1.8,Бензин,Автомат,Задний,Седан,Белый,Левый,другое,соответствует,0,2,6,2,Другое,1399000,156
1498,Ford Focus 1.6 AMT,2012,III,127000,8.0,2,1.6 AMT,1.6,Бензин,Робот,Передний,Седан,Чёрный,Левый,другое,соответствует,0,2,2,2,Другое,649000,105
1499,Kia Cerato 2.0 AT,2021,IV,76488,4.0,1,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Белый,Левый,Возможен,ниже,1,1,4,1,Другое,1949000,150
1500,Volkswagen Passat CC 1.8 AMT,2014,B6 рестайлинг,148000,7.0,3,1.8 TSI DSG,1.8,Бензин,Робот,Передний,Седан,Чёрный,Левый,Возможен,соответствует,1,3,5,1,Другое,1295000,152
1501,Mitsubishi Pajero Sport 2.4 AT,2017,III,103000,12.0,2,2.4 DI-D 4WD AT,2.4,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,нет оценки,1,2,1,2,Другое,2049000,181
1502,Nissan X-Trail 2.5 CVT,2017,III,141000,32.0,2,2.5 4WD CVT,2.5,Бензин,Вариатор,Полный,Внедорожник,Чёрный,Левый,Возможен,соответствует,1,2,23,3,Другое,1635000,171
1503,Hyundai Santa Fe 2.4 AT,2011,II рестайлинг,153700,22.0,4+,2.4 4WD AT,2.4,Бензин,Автомат,Полный,Внедорожник,Серебряный,Левый,Возможен,соответствует,0,4,10,4,Другое,1045000,174
1504,Hyundai ix35 2.0 AT,2015,I рестайлинг,111694,11.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Коричневый,Левый,Возможен,ниже,1,1,9,2,Другое,1049000,150
1505,Kia K5 2.5 AT,2021,III,62525,9.0,1,2.5 GDI AT,2.5,Бензин,Автомат,Передний,Седан,Синий,Левый,другое,ниже,1,2,1,5,Оригинал,1440000,194
1506,Kia Sorento 2.2 AT,2014,II рестайлинг,114621,11.0,1,2.2 CRDi 4WD AT,2.2,Дизель,Автомат,Полный,Внедорожник,Синий,Левый,другое,ниже,0,1,12,2,Другое,1399000,197
1507,Skoda Kodiaq 2.0 AMT,2018,I,85362,9.0,2,2.0 TSI 4WD DSG,2.0,Бензин,Робот,Полный,Внедорожник,Чёрный,Левый,Возможен,ниже,0,2,9,2,Другое,2195000,180
1508,Nissan Terrano 1.6 MT,2020,D10,56000,12.0,1,1.6 4WD MT,1.6,Бензин,Механика,Полный,Внедорожник,Серый,Левый,Возможен,нет оценки,1,1,8,1,Другое,1099000,114
1509,Mitsubishi Pajero 3.0 AT,2011,IV,176000,16.0,4+,3.0 4WD AT,3.0,Бензин,Автомат,Полный,Внедорожник,Серебряный,Левый,Возможен,соответствует,0,4,3,1,Другое,1475000,178
1510,Mazda CX-5 2.0 AT,2011,I,119000,11.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Красный,Левый,Возможен,ниже,1,1,9,2,Другое,1249000,150
1511,Volkswagen Multivan 2.0 AMT,2011,T5 рестайлинг,194000,14.0,2,2.0 TDI 4Motion AMT,2.0,Дизель,Робот,Полный,Minivan,Серый,Левый,Возможен,нет оценки,0,2,4,2,Другое,2065000,180
1512,Mazda CX-7 2.3 AT,2010,I рестайлинг,178000,12.0,2,2.3 4WD AT,2.3,Бензин,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,ниже,0,2,6,1,Другое,839000,238
1513,Ford Kuga 2.5 AT,2012,I,138245,50.0,1,2.5 4WD AT,2.5,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,соответствует,1,1,47,1,Другое,999000,200
1514,Skoda Octavia 1.6 AT,2020,III рестайлинг,65236,13.0,1,1.6 MPI AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Чёрный,Левый,другое,ниже,1,2,7,3,Оригинал,1320000,110
1515,Volkswagen Amarok 2.0 AT,2016,I,112415,14.0,2,2.0 TDI 4Motion AT,2.0,Дизель,Автомат,Полный,Пикап,Чёрный,Левый,Возможен,ниже,1,2,4,1,Другое,1749000,180
1516,Suzuki Grand Vitara 2.0 AT,2012,II рестайлинг,141327,18.0,2,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Синий,Левый,Возможен,выше,1,2,14,3,Другое,1099000,140
1517,Mercedes-Benz CLA-класс 1.6 AMT,2014,C117/X117,124608,14.0,2,CLA 200 1.6 7G-DCT,1.6,Бензин,Робот,Передний,Седан,Красный,Левый,другое,соответствует,0,2,11,1,Другое,1499000,156
1518,Volkswagen Touareg 3.6 AT,2013,II,149000,36.0,1,3.6 TSI 4Motion AT,3.6,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,выше,0,1,39,1,Другое,1995000,249
1519,Ford Focus 2.0 AMT,2012,III,120000,26.0,2,2.0 AMT,2.0,Бензин,Робот,Передний,Хэтчбек,Коричневый,Левый,другое,ниже,1,2,19,2,Другое,699000,150
1520,Chevrolet Captiva 2.2 AT,2015,I рестайлинг 2,122000,24.0,2,2.2 TD 4WD AT,2.2,Дизель,Автомат,Полный,Внедорожник,Бежевый,Левый,Возможен,ниже,1,2,18,2,Другое,1125000,184
1521,Skoda Rapid 1.6 AT,2017,I рестайлинг,130167,11.267396907216495,1,1.6 MPI AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Белый,Левый,Возможен,ниже,1,1,5,2,Другое,1019000,110
1522,Volkswagen Polo 1.6 AT,2016,V рестайлинг,122140,9.0,1,1.6 MPI AT,1.6,Бензин,Автомат,Передний,Седан,Серый,Левый,Возможен,соответствует,1,1,5,2,Другое,899000,110
1523,Nissan Murano 3.5 CVT,2017,Z52,109000,15.0,2,3.5 4WD CVT,3.5,Бензин,Вариатор,Полный,Внедорожник,Чёрный,Левый,Возможен,нет оценки,0,2,7,1,Другое,1999000,249
