,title,year,age,run,history,owners_pts,modification,volume,engine_type,transmission,gear,body,color,wheel,exchange,mark,accident,other_history,tech_history,sold,pts_type,price,horse_power
849,Volkswagen Polo 1.6 AT,2019,V рестайлинг,25346,11.267396907216495,1,1.6 MPI AT,1.6,Бензин,Автомат,Передний,Седан,Белый,Левый,Не интересует,ниже,0,1,5,1,Электронный,1260000,110
850,Opel Astra 1.8 MT,2008,H рестайлинг,256000,14.0,4+,1.8 MT,1.8,Бензин,Механика,Передний,Хэтчбек,Чёрный,Левый,Не интересует,выше,0,4,5,4,Оригинал,540000,140
851,Volkswagen Golf 1.6 MT,1993,Mk3,120000,11.0,4+,1.6 MT,1.6,Бензин,Механика,Передний,Хэтчбек,Другой,Левый,Не интересует,ниже,0,7,5,1,Дубликат,75000,75
852,BMW M4 3.0 AT,2022,G82,22000,11.267396907216495,1,3.0 xDrive AT,3.0,Бензин,Автомат,Полный,Купе,Зелёный,Левый,Возможен,нет оценки,1,2,5,1,Электронный,12900000,510
853,Audi A6 1.8 AMT,2015,C7 рестайлинг,160000,31.0,3,1.8 TFSI S tronic,1.8,Бензин,Робот,Передний,Седан,Чёрный,Левый,Не интересует,выше,0,2,16,4,Оригинал,2099000,190
854,Smart Fortwo 1.0 AMT,2007,II,161750,19.0,4+,1.0 AMT,1.0,Бензин,Робот,Задний,Хэтчбек,Красный,Левый,Не интересует,соответствует,0,10,5,6,Дубликат,440000,71
855,Kia Cerato 2.0 AT,2016,III,140000,10.0,3,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Не интересует,выше,1,3,5,1,Дубликат,1400000,150
856,Chevrolet Lacetti 1.4 MT,2008,I,321000,5.0,2,1.4 MT,1.4,Бензин,Механика,Передний,Седан,Серебряный,Левый,Не интересует,выше,0,2,5,2,Оригинал,440000,94
857,Volkswagen Passat 1.8 AT,2003,B5 рестайлинг,353000,8.0,4+,1.8 AT,1.8,Бензин,Автомат,Передний,Седан,Синий,Левый,Не интересует,соответствует,0,6,5,2,Оригинал,465000,150
858,ВАЗ (LADA) Granta 1.6 MT,2019,I рестайлинг,58200,7.0,2,1.6 MT,1.6,Бензин,Механика,Передний,Седан,Белый,Левый,Не интересует,соответствует,0,2,3,1,Оригинал,583000,87
859,Volkswagen Transporter 1.9 MT,2005,T5,660000,7.0,4+,1.9 TDI MT,1.9,Дизель,Механика,Передний,Minivan,Другой,Левый,Не интересует,выше,1,5,1,1,Оригинал,1290000,105
860,Volkswagen Polo 1.6 MT,2018,V рестайлинг,120000,6.0,1,1.6 MPI MT,1.6,Бензин,Механика,Передний,Седан,Белый,Левый,Не интересует,выше,0,1,1,2,Оригинал,980000,90
861,Kia Cerato 1.6 MT,2010,II,297500,30.0,2,1.6 MT,1.6,Бензин,Механика,Передний,Седан,Серый,Левый,Не интересует,соответствует,1,2,35,2,Оригинал,615000,126
862,Mazda CX-7 2.3 AT,2011,I рестайлинг,173660,11.0,3,2.3 4WD AT,2.3,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Не интересует,выше,0,3,8,3,Оригинал,1100000,238
863,Peugeot 207 1.6 AT,2007,I,73000,11.0,4+,1.6 AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Другой,Левый,Не интересует,выше,1,5,5,4,Дубликат,625000,120
864,Kia Cerato 1.6 AT,2009,II,267000,10.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Другой,Левый,Не интересует,соответствует,0,2,5,1,Оригинал,685000,126
865,Toyota Corolla 1.6 MT,2008,X,180000,10.0,2,1.6 MT,1.6,Бензин,Механика,Передний,Седан,Серый,Левый,другое,ниже,0,2,3,2,Другое,599000,124
866,Hyundai Solaris 1.6 AT,2021,II рестайлинг,31245,4.0,1,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Коричневый,Левый,другое,ниже,1,2,1,2,Оригинал,1000000,123
867,Skoda Octavia 1.6 MT,2011,II рестайлинг,165000,10.0,2,1.6 MPI MT,1.6,Бензин,Механика,Передний,Хэтчбек,Серый,Левый,Не интересует,соответствует,0,2,2,2,Оригинал,759000,102
868,Hyundai Creta 2.0 AT,2019,I,51585,13.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Белый,Левый,другое,ниже,0,2,10,1,Оригинал,1130000,150
869,Ford Mondeo 2.5 AT,2017,V,94000,40.0,2,2.5 AT,2.5,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,выше,0,2,37,1,Другое,1449000,149
870,Renault Laguna 2.0 AT,2004,II,168000,15.0,4+,2.0 AT,2.0,Бензин,Автомат,Передний,Хэтчбек,Другой,Левый,Не интересует,ниже,0,9,5,4,Дубликат,300000,136
871,Volkswagen Touareg 3.6 AT,2017,II рестайлинг,102000,15.0,3,3.6 FSI 4Motion AT,3.6,Бензин,Автомат,Полный,Внедорожник,Белый,Левый,Не интересует,соответствует,0,3,2,4,Оригинал,3350000,249
872,Hyundai ix35 2.0 AT,2014,I рестайлинг,114700,6.0,2,2.0 AT,2.0,Бензин,Автомат,Передний,Внедорожник,Коричневый,Левый,Возможен,выше,1,2,5,1,Оригинал,1480000,150
873,Ford Focus 1.6 AT,2009,II рестайлинг,259000,6.0,4+,1.6 AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Чёрный,Левый,Не интересует,выше,1,7,1,1,Дубликат,645000,100
874,Mazda 3 1.6 AT,2007,BK рестайлинг,287000,16.0,3,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Серебряный,Левый,Не интересует,ниже,0,2,5,5,Оригинал,445000,105
875,Chevrolet Cruze 1.8 AT,2014,I рестайлинг,128000,6.0,2,1.8 AT,1.8,Бензин,Автомат,Передний,Хэтчбек,Коричневый,Левый,Не интересует,соответствует,1,2,2,2,Оригинал,890000,141
876,Mercedes-Benz Vito 2.1 MT,2004,W639,329000,4.0,4+,111 2.1 CDI MT,2.1,Дизель,Механика,Задний,Minivan,Чёрный,Левый,Не интересует,соответствует,1,5,5,2,Оригинал,850000,109
877,Renault Clio 1.6 AT,2008,III,250000,8.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Серый,Левый,Не интересует,выше,1,2,5,2,Оригинал,580000,110
878,Skoda Octavia 1.8 MT,2008,I рестайлинг,311000,12.0,3,1.8 MT,1.8,Бензин,Механика,Передний,Универсал,Серебряный,Левый,Не интересует,выше,0,3,2,2,Оригинал,600000,150
879,ВАЗ (LADA) 2107 1.6 MT,2005,I,50000,8.0,4+,1.6 MT,1.6,Бензин,Механика,Задний,Седан,Синий,Левый,Не интересует,нет оценки,1,5,5,4,Оригинал,90000,75
880,Nissan X-Trail 2.0 CVT,2011,II рестайлинг,198000,19.0,1,2.0 4WD CVT,2.0,Бензин,Вариатор,Полный,Внедорожник,Чёрный,Левый,Возможен,выше,0,1,12,1,Оригинал,1290000,141
881,Ford Focus 1.6 MT,2014,III,126571,16.0,2,1.6 MT,1.6,Бензин,Механика,Передний,Хэтчбек,Белый,Левый,Не интересует,выше,1,2,11,1,Оригинал,1050000,125
882,Hyundai Elantra 1.6 AT,2008,IV,387000,11.0,4+,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Серебряный,Левый,Не интересует,соответствует,0,7,5,4,Дубликат,535000,122
883,Chevrolet Cruze 1.6 MT,2014,I рестайлинг,202689,11.267396907216495,2,1.6 MT,1.6,Бензин,Механика,Передний,Седан,Белый,Левый,другое,ниже,0,2,5,2,Оригинал,590000,109
884,Honda Fit 1.3 CVT,2008,GE,364386,8.0,4+,1.3 CVT,1.3,Бензин,Вариатор,Передний,Хэтчбек,Синий,Правый,Не интересует,соответствует,0,6,5,2,Другое,555000,100
885,Honda Accord 2.4 AT,2010,VIII,196000,10.0,3,2.4 AT,2.4,Бензин,Автомат,Передний,Седан,Серый,Левый,Не интересует,ниже,0,2,5,3,Дубликат,990000,200
886,Ford Focus 1.6 AT,2005,II,175000,22.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Другой,Левый,Не интересует,соответствует,0,2,20,2,Оригинал,415000,100
887,Toyota Corolla 1.6 AT,2011,X рестайлинг,163400,12.0,3,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Серебряный,Левый,Возможен,соответствует,1,3,3,2,Другое,939000,124
888,Ford Focus 2.0 AT,2007,II,274000,14.0,4+,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Не интересует,выше,0,4,10,1,Дубликат,595000,145
889,Subaru Forester 2.5 AT,1997,SF,195000,5.0,4+,2.5 AT,2.5,Бензин,Автомат,Полный,Внедорожник,Зелёный,Левый,Не интересует,соответствует,1,9,5,2,Дубликат,415000,150
890,Chevrolet Cruze 1.6 AT,2012,I,167000,6.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Не интересует,ниже,0,2,5,2,Оригинал,405000,109
891,Kia K5 2.0 AT,2021,III,37000,11.267396907216495,1,2.0 MPI AT,2.0,Бензин,Автомат,Передний,Седан,Чёрный,Левый,другое,нет оценки,0,2,5,2,Другое,2200000,150
892,BMW 5 серия 2.0 AT,2016,F10/F11 рестайлинг,153000,19.0,4+,528i 2.0 xDrive AT,2.0,Бензин,Автомат,Полный,Седан,Чёрный,Левый,Не интересует,соответствует,0,5,2,2,Дубликат,2250000,245
893,Volkswagen Caddy 1.6 MT,2011,III рестайлинг,179133,6.0,3,1.6 TSI MT,1.6,Бензин,Механика,Передний,Van,Белый,Левый,Не интересует,нет оценки,0,2,5,2,Оригинал,1500000,102
894,Ford Focus 1.6 AT,2007,II,206000,8.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Универсал,Другой,Левый,Не интересует,выше,1,2,3,2,Оригинал,625000,100
895,ВАЗ (LADA) 2110 1.5 MT,2001,I,209894,12.0,3,1.5 MT,1.5,Бензин,Механика,Передний,Седан,Другой,Левый,Не интересует,выше,1,2,5,8,Оригинал,150000,90
896,Mitsubishi Pajero Sport 3.0 AT,2007,I рестайлинг,219000,6.0,3,3.0 AT,3.0,Бензин,Автомат,Полный,Внедорожник,Серый,Левый,Не интересует,выше,1,3,5,2,Оригинал,1070000,170
897,Land Rover Range Rover Sport 3.6 AT,2008,I,232000,14.0,1,3.6 TD AT,3.6,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Не интересует,ниже,0,2,2,4,Дубликат,765000,272
898,BMW X3 2.0 AT,2012,F25,125000,2.0,1,20d 2.0 xDrive AT,2.0,Дизель,Автомат,Полный,Внедорожник,Синий,Левый,Не интересует,нет оценки,0,2,5,2,Оригинал,835000,184
899,Opel Astra 1.6 AMT,2010,H рестайлинг,234000,6.0,2,1.6 AMT,1.6,Бензин,Робот,Передний,Седан,Серый,Левый,Не интересует,соответствует,0,2,1,2,Оригинал,500000,115
900,FIAT Ducato 2.3 MT,2010,III,300000,9.0,4+,2.3 JTD MT,2.3,Дизель,Механика,Передний,Van,Синий,Левый,Не интересует,ниже,0,4,5,1,Оригинал,650000,110
901,LIFAN X60 1.8 MT,2014,I,102000,3.0,1,1.8 MT,1.8,Бензин,Механика,Передний,Внедорожник,Чёрный,Левый,Возможен,ниже,1,1,1,2,Другое,540000,128
902,Renault Sandero 1.6 MT,2011,I,78000,5.0,2,1.6 MT,1.6,Бензин,Механика,Передний,Хэтчбек,Серый,Левый,Не интересует,нет оценки,0,2,5,2,Оригинал,315000,84
903,BMW 7 серия 4.4 AT,2010,F01/F02,301000,9.0,3,750Li 4.4 AT,4.4,Бензин,Автомат,Задний,Седан,Чёрный,Левый,Возможен,ниже,1,2,1,2,Оригинал,890000,407
904,Jeep Cherokee 3.7 AT,2007,III рестайлинг,242000,8.0,3,3.7 4WD AT,3.7,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Не интересует,выше,0,3,1,2,Дубликат,950000,210
905,Ford Fusion 1.6 AT,2007,I рестайлинг,186253,10.0,3,1.6 AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Серый,Левый,Не интересует,соответствует,0,3,5,1,Дубликат,528000,101
906,Mazda 3 1.6 AT,2006,BK рестайлинг,145000,13.0,4+,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Синий,Левый,Не интересует,соответствует,1,6,1,2,Дубликат,510000,105
907,Mitsubishi Pajero Sport 3.0 AT,2004,I рестайлинг,240000,4.0,2,3.0 AT,3.0,Бензин,Автомат,Полный,Внедорожник,Серебряный,Левый,Не интересует,соответствует,1,2,5,2,Оригинал,800000,170
908,Peugeot 206 1.4 MT,1999,I,280000,10.0,4+,1.4 MT,1.4,Бензин,Механика,Передний,Хэтчбек,Синий,Левый,Не интересует,выше,1,13,5,6,Оригинал,160000,75
909,Jaguar XF 2.0 AT,2017,II,153100,58.0,4+,2.0 AT,2.0,Бензин,Автомат,Задний,Седан,Чёрный,Левый,Не интересует,нет оценки,0,5,46,8,Оригинал,1990000,200
910,BMW X1 2.0 AT,2011,E84,216000,23.0,4+,18i 2.0 sDrive AT,2.0,Бензин,Автомат,Задний,Внедорожник,Коричневый,Левый,Не интересует,выше,0,8,5,8,Оригинал,990000,150
911,ГАЗ ГАЗель 3302 2.9 MT,2017,II,137220,4.0,2,2.9 MT,2.9,Бензин,Механика,Задний,Van,Белый,Левый,другое,выше,0,2,5,1,Оригинал,1650000,107
912,Chevrolet Cruze 1.6 MT,2015,I рестайлинг,230000,9.0,4+,1.6 MT,1.6,Бензин,Механика,Передний,Седан,Другой,Левый,Не интересует,ниже,1,4,5,2,Оригинал,500000,109
913,Skoda Octavia 1.8 MT,2017,III рестайлинг,60000,16.0,3,1.8 TSI MT,1.8,Бензин,Механика,Передний,Хэтчбек,Серебряный,Левый,Возможен,ниже,0,3,6,5,Другое,1279000,180
914,Opel Astra OPC 2.0 MT,2013,J,154460,20.0,4+,2.0 MT,2.0,Бензин,Механика,Передний,Хэтчбек,Синий,Левый,Не интересует,ниже,0,9,5,7,Дубликат,950000,280
915,BMW 3 серия 2.0 AT,2007,E90/E91/E92/E93,302000,7.0,4+,320i 2.0 AT,2.0,Бензин,Автомат,Задний,Седан,Чёрный,Левый,другое,соответствует,1,4,5,1,Оригинал,750000,150
916,Ford Focus 2.0 MT,2005,II,227000,8.0,4+,2.0 MT,2.0,Бензин,Механика,Передний,Седан,Синий,Левый,другое,выше,0,4,5,6,Дубликат,465000,145
917,BMW 3 серия 2.2 AT,2001,E46 рестайлинг,220000,5.0,2,320i 2.2 AT,2.2,Бензин,Автомат,Задний,Седан,Серый,Левый,Не интересует,выше,1,2,5,1,Оригинал,750000,170
918,Kia Optima 2.0 AT,2019,IV рестайлинг,62000,4.0,1,2.0 T-GDI AT,2.0,Бензин,Автомат,Передний,Седан,Белый,Левый,другое,соответствует,1,1,5,1,Электронный,2290000,245
919,Mazda 6 2.0 AT,2008,GH,149000,5.0,1,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Красный,Левый,Возможен,ниже,1,1,5,2,Другое,649000,147
920,Hyundai Solaris 1.4 MT,2017,II,225000,13.0,2,1.4 MT,1.4,Бензин,Механика,Передний,Седан,Белый,Левый,Не интересует,нет оценки,0,2,1,1,Оригинал,775000,100
921,Hyundai Creta 1.6 MT,2017,I,186000,34.0,1,1.6 MT,1.6,Бензин,Механика,Передний,Внедорожник,Чёрный,Левый,Не интересует,соответствует,0,1,39,2,Оригинал,1340000,123
922,Nissan Pathfinder 2.5 AT,2007,III,184749,14.0,1,2.5 Cdi 4WD AT,2.5,Дизель,Автомат,Полный,Внедорожник,Серебряный,Левый,Возможен,ниже,1,1,13,2,Оригинал,879000,174
923,ВАЗ (LADA) Priora 1.6 MT,2009,I,237028,7.0,4+,1.6 MT,1.6,Бензин,Механика,Передний,Седан,Чёрный,Левый,Не интересует,соответствует,1,11,5,5,Дубликат,240000,98
924,Volvo XC90 2.5 AT,2005,I,236071,7.0,4+,2.5 4WD AT,2.5,Бензин,Автомат,Полный,Внедорожник,Серебряный,Левый,Возможен,соответствует,1,5,5,1,Другое,685000,210
925,Hyundai Solaris 1.6 AT,2021,II рестайлинг,149753,7.0,1,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Другой,Левый,другое,ниже,1,2,1,3,Оригинал,1020000,123
926,Hyundai Santa Fe 2.7 AT,2010,I,149800,6.0,3,2.7 4WD AT,2.7,Бензин,Автомат,Полный,Внедорожник,Серебряный,Левый,Не интересует,выше,0,2,5,2,Оригинал,1050000,173
927,Audi A8 3.0 AT,2011,D4,267754,17.0,4+,3.0 TFSI quattro Tiptronic,3.0,Бензин,Автомат,Полный,Седан,Серый,Левый,Не интересует,соответствует,1,8,4,6,Дубликат,1460000,290
928,Hyundai Solaris 1.6 AT,2011,I,87000,6.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Серебряный,Левый,Не интересует,выше,1,2,4,2,Оригинал,950000,123
